,order_id,product_category,product_id,order_date,delivery_date,amount,qty,valid_delivered_qty,unit_price
879,879,4,61,2023-09-28,2024-01-29,13617054.66008469,50.0,50.0,272341.09320169385
885,885,4,1,2023-09-28,2024-01-15,369545.3940030433,1.0,1.0,369545.3940030433
884,884,4,1,2023-09-28,2024-01-17,2217272.36401826,6.0,6.0,369545.39400304336
883,883,4,1,2023-09-28,2024-01-15,1108636.1820091298,3.0,3.0,369545.39400304324
882,882,4,60,2023-09-28,2024-01-17,28409013.477681343,50.0,50.0,568180.2695536269
881,881,4,66,2023-09-28,2024-01-15,5615696.38526989,9.0,9.0,623966.2650299878
880,880,4,69,2023-09-28,2024-01-15,13804701.223370776,10.0,10.0,1380470.1223370775
891,891,0,11,2023-10-02,2023-11-10,54662800.34390863,27.0,27.0,2024548.160885505
890,890,0,11,2023-10-02,2023-11-10,26319126.09151156,13.0,13.0,2024548.1608855044
889,889,4,42,2023-10-02,2023-10-05,1076674.0620630686,8.0,8.0,134584.25775788358
888,888,4,21,2023-10-02,2023-10-05,274748.8383984111,3.0,3.0,91582.9461328037
892,892,0,14,2023-10-03,2023-11-10,69188761.61534096,37.0,37.0,1869966.5301443504
893,893,2,124,2023-10-05,2023-11-30,4824824.900313919,45.0,45.0,107218.3311180871
894,894,0,13,2023-10-06,2023-11-04,36044634.28675963,17.0,17.0,2120272.6051035076
895,895,0,11,2023-10-09,2023-11-22,89291838.10475072,46.0,46.0,1941126.915320668
897,897,4,44,2023-10-09,2023-10-10,4431432.877393727,10.0,10.0,443143.2877393727
906,906,2,81,2023-10-10,2023-11-30,14105352.323776713,53.0,53.0,266138.72309012664
907,907,2,80,2023-10-10,2023-11-30,17755281.906310808,33.0,33.0,538038.8456457821
903,903,2,101,2023-10-10,2023-11-30,11070621.683740554,74.0,74.0,149602.99572622371
902,902,2,102,2023-10-10,2023-11-30,5385707.846144052,36.0,36.0,149602.9957262237
904,904,2,93,2023-10-10,2023-11-30,10928854.81638766,67.0,67.0,163117.23606548746
905,905,2,83,2023-10-10,2023-11-30,12381652.87863135,55.0,55.0,225120.9614296609
908,908,0,12,2023-10-11,2023-12-05,69527923.41651051,36.0,36.0,1931331.2060141808
909,909,2,78,2023-10-12,2024-01-24,115919.9173008816,2.0,2.0,57959.9586504408
1181,1181,4,66,2023-10-13,,525666.0380526301,1.0,,525666.0380526301
913,913,4,66,2023-10-13,2023-11-15,2636265.800024872,5.0,5.0,527253.1600049745
912,912,4,72,2023-10-13,2023-11-15,3676285.393718259,7.0,7.0,525183.627674037
911,911,4,72,2023-10-13,2023-11-15,1900149.069389908,4.0,4.0,475037.267347477
910,910,4,70,2023-10-13,2024-02-13,19230731.198249064,40.0,40.0,480768.2799562266
916,916,0,17,2023-10-16,2024-04-09,32347994.57904827,16.0,16.0,2021749.6611905168
914,914,0,17,2023-10-16,2024-04-09,30326244.91785775,15.0,15.0,2021749.6611905168
915,915,0,17,2023-10-16,2024-04-09,26282745.59547672,13.0,13.0,2021749.661190517
917,917,0,13,2023-10-19,2023-11-30,40261186.84973088,20.0,20.0,2013059.342486544
918,918,0,14,2023-10-19,2024-02-05,421621216.36061656,160.0,160.0,2635132.6022538533
919,919,0,11,2023-10-26,2023-12-08,32348564.1633337,18.0,18.0,1797142.4535185387
920,920,2,126,2023-10-27,2024-02-04,343541.07971588604,2.0,2.0,171770.53985794302
930,930,2,102,2023-11-01,2024-02-08,3948029.065232547,30.0,30.0,131600.9688410849
935,935,2,93,2023-11-01,2024-02-09,8743550.489540024,61.0,61.0,143336.89327114794
929,929,2,103,2023-11-01,2024-02-09,263201.93768216984,2.0,2.0,131600.96884108492
928,928,2,104,2023-11-01,2024-02-09,263201.93768216984,2.0,2.0,131600.96884108492
934,934,2,94,2023-11-01,2024-02-09,4300106.798134438,30.0,30.0,143336.8932711479
927,927,2,109,2023-11-01,2024-02-09,2091880.0638957296,17.0,17.0,123051.76846445468
926,926,2,111,2023-11-01,2024-02-09,246103.53692890937,2.0,2.0,123051.76846445468
925,925,2,112,2023-11-01,2024-02-09,246103.53692890937,2.0,2.0,123051.76846445468
924,924,2,117,2023-11-01,2024-02-08,2677636.474483508,22.0,22.0,121710.74884015946
942,942,2,125,2023-11-01,2024-02-08,2977351.957252522,30.0,30.0,99245.06524175074
923,923,2,118,2023-11-01,2024-02-28,3651322.4652047832,30.0,30.0,121710.74884015945
931,931,2,101,2023-11-01,2024-02-08,8817264.912352689,67.0,67.0,131600.9688410849
921,921,2,120,2023-11-01,2024-02-08,243421.4976803189,2.0,2.0,121710.74884015945
941,941,2,127,2023-11-01,2024-02-08,198490.13048350147,2.0,2.0,99245.06524175074
936,936,2,88,2023-11-01,2024-02-08,278624.46444855706,2.0,2.0,139312.23222427853
937,937,2,87,2023-11-01,2024-02-08,278624.46444855706,2.0,2.0,139312.23222427853
938,938,2,86,2023-11-01,2024-02-09,4179366.966728356,30.0,30.0,139312.23222427853
939,939,2,85,2023-11-01,2024-02-09,7522860.540111042,54.0,54.0,139312.23222427856
933,933,2,95,2023-11-01,2024-02-08,286673.7865422959,2.0,2.0,143336.89327114794
943,943,2,124,2023-11-01,2024-02-09,4763763.131604035,48.0,48.0,99245.06524175074
922,922,2,119,2023-11-01,2024-02-08,243421.4976803189,2.0,2.0,121710.74884015945
932,932,2,96,2023-11-01,2024-02-09,286673.7865422959,2.0,2.0,143336.89327114794
940,940,2,80,2023-11-01,2024-02-08,17739122.946704473,38.0,38.0,466819.0249132756
949,949,4,1,2023-11-02,2024-02-16,2387290.605247934,6.0,5.0,397881.76754132233
946,946,4,71,2023-11-02,2024-02-19,6866237.913221867,15.0,13.0,457749.1942147911
947,947,4,0,2023-11-02,2024-02-16,5254276.450178121,25.0,23.0,210171.05800712484
945,945,4,71,2023-11-02,2024-02-16,2330906.136561689,5.0,5.0,466181.2273123378
948,948,4,1,2023-11-02,2024-02-16,795763.5296139282,2.0,2.0,397881.7648069641
1135,1135,4,72,2023-11-04,2024-07-05,532305.0384560406,1.0,1.0,532305.0384560406
950,950,4,72,2023-11-04,2024-07-08,16286212.54414656,30.0,29.0,542873.751471552
951,951,0,19,2023-11-07,2024-01-02,37350529.933225006,19.0,19.0,1965817.3649065793
953,953,4,61,2023-11-10,2023-11-22,18513494.448208418,70.0,70.0,264478.4921172631
954,954,4,67,2023-11-10,2023-11-20,4280109.948767922,20.0,20.0,214005.4974383961
952,952,4,58,2023-11-10,2023-11-20,9484885.160052689,29.0,27.0,327065.0055190582
956,956,4,58,2023-11-10,2023-11-20,9811950.165571747,30.0,30.0,327065.00551905826
957,957,4,58,2023-11-10,2023-11-20,3597715.0607096404,11.0,11.0,327065.0055190582
955,955,4,0,2023-11-10,2023-11-21,3411974.437061388,30.0,30.0,113732.4812353796
963,963,4,50,2023-11-13,2024-04-03,249743.1415721323,1.0,1.0,249743.1415721323
964,964,4,48,2023-11-13,2024-04-04,206381.80967182864,2.0,2.0,103190.90483591432
969,969,4,0,2023-11-13,2024-04-03,103190.90483591432,1.0,1.0,103190.90483591432
958,958,4,58,2023-11-13,2024-01-10,29823138.44017214,90.0,90.0,331368.2048908016
959,959,4,1,2023-11-13,2024-04-04,4495376.548298382,18.0,18.0,249743.14157213236
961,961,4,1,2023-11-13,2024-04-04,749229.424716397,3.0,3.0,249743.14157213233
960,960,4,1,2023-11-13,2024-04-04,1997945.1325770584,8.0,8.0,249743.1415721323
970,970,4,0,2023-11-13,2024-04-03,103190.90483591432,1.0,1.0,103190.90483591432
967,967,4,0,2023-11-13,2024-04-03,928718.1435232288,9.0,9.0,103190.90483591432
971,971,0,14,2023-11-13,2024-06-22,32787218.56319715,18.0,18.0,1821512.1423998417
968,968,4,0,2023-11-13,2024-04-03,206381.80967182864,2.0,2.0,103190.90483591432
962,962,4,50,2023-11-13,2024-04-03,1248715.7078606614,5.0,5.0,249743.1415721323
966,966,4,48,2023-11-13,2024-04-04,206381.80967182864,2.0,2.0,103190.90483591432
965,965,4,48,2023-11-13,2024-04-04,722336.3338514003,7.0,7.0,103190.90483591433
974,974,3,73,2023-11-14,2024-02-12,43333667.76253035,17016.0,17016.0,2546.6424402051216
976,976,4,71,2023-11-20,2023-11-27,12705961.900180686,15.0,15.0,847064.1266787124
975,975,4,50,2023-11-20,2023-11-22,5908577.169858303,9.0,9.0,656508.5744287004
978,978,4,32,2023-11-22,2024-01-17,14953819.141891507,50.0,50.0,299076.38283783017
979,979,4,61,2023-11-22,2024-03-04,18729680.64884197,90.0,90.0,208107.56276491078
977,977,4,32,2023-11-22,2023-11-24,3140572.89291673,6.0,6.0,523428.8154861217
1049,1049,4,37,2023-11-23,2024-05-02,4240855.167449963,12.0,12.0,353404.59728749696
980,980,4,37,2023-11-23,2024-05-02,2749344.9902325952,8.0,8.0,343668.1237790744
982,982,4,1,2023-11-30,2023-12-01,1817336.7777870528,5.0,5.0,363467.35555741057
973,973,4,1,2023-11-30,2023-12-01,2180804.1333444635,6.0,6.0,363467.35555741057
981,981,4,1,2023-11-30,2023-12-01,2544271.488901874,7.0,7.0,363467.35555741057
984,984,4,1,2023-11-30,2023-12-01,363467.35555741057,1.0,1.0,363467.35555741057
983,983,4,1,2023-11-30,2023-12-01,363467.35555741057,1.0,1.0,363467.35555741057
1004,1004,4,0,2023-12-04,2024-02-02,183854.88130140328,1.0,1.0,183854.88130140328
987,987,4,0,2023-12-04,2024-02-02,1472046.0501437474,8.0,8.0,184005.75626796842
986,986,4,71,2023-12-04,2024-02-02,1860243.848177436,4.0,4.0,465060.962044359
985,985,4,1,2023-12-04,2024-02-02,378260.8183458813,1.0,1.0,378260.8183458813
1005,1005,4,0,2023-12-04,2024-02-02,367709.76260280656,2.0,2.0,183854.88130140328
1006,1006,4,0,2023-12-04,2024-02-02,183854.88130140328,1.0,1.0,183854.88130140328
1003,1003,4,71,2023-12-04,2024-02-02,929359.2734138444,2.0,2.0,464679.6367069222
990,990,4,1,2023-12-07,2024-04-16,1514438.8327317624,5.0,5.0,302887.7665463525
988,988,4,1,2023-12-07,2024-04-16,2423102.13237082,8.0,8.0,302887.7665463525
989,989,4,1,2023-12-07,2024-04-16,605775.533092705,2.0,2.0,302887.7665463525
991,991,4,58,2023-12-08,2024-10-07,39488332.22126549,80.0,70.0,493604.1527658186
993,993,2,80,2023-12-12,2024-02-09,14134628.593319902,30.0,30.0,471154.28644399677
994,994,4,70,2023-12-18,2024-03-01,10175882.903644856,20.0,19.0,508794.1451822428
1050,1050,4,23,2023-12-20,2024-05-03,96393.51271193,1.0,1.0,96393.51271193
1068,1068,4,0,2023-12-20,2024-05-03,289180.53813579,3.0,3.0,96393.51271192999
1067,1067,4,0,2023-12-20,2024-05-03,96393.51271193,1.0,1.0,96393.51271193
1055,1055,4,37,2023-12-20,2024-03-12,1891959.23521735,5.0,5.0,378391.84704347
1056,1056,4,48,2023-12-20,2024-03-12,192787.02542386,2.0,2.0,96393.51271193
1009,1009,4,37,2023-12-20,2024-03-12,5675877.705652051,15.0,15.0,378391.8470434701
1186,1186,4,0,2023-12-20,2024-08-20,192787.02542386,2.0,2.0,96393.51271193
1184,1184,4,22,2023-12-20,2024-08-20,192787.02542386,2.0,2.0,96393.51271193
1185,1185,4,22,2023-12-20,2024-08-20,96393.51271193,1.0,1.0,96393.51271193
1069,1069,4,48,2023-12-20,2024-05-03,481967.56355965,5.0,5.0,96393.51271193
1007,1007,4,22,2023-12-20,2024-05-03,771148.10169544,8.0,8.0,96393.51271193
1008,1008,4,32,2023-12-20,2024-03-12,16448412.01445207,50.0,50.0,328968.2402890414
995,995,4,54,2023-12-25,2024-07-03,5311563.50327177,50.0,50.0,106231.2700654354
1001,1001,0,14,2023-12-28,2024-02-21,79979295.58319223,41.0,41.0,1950714.5264193227
1010,1010,4,26,2024-01-11,2024-07-11,2604697.7690458684,10.0,10.0,260469.77690458685
1013,1013,2,109,2024-01-16,2024-03-15,1305441.0180775854,10.0,10.0,130544.10180775853
1012,1012,2,117,2024-01-16,2024-03-23,5699775.440243444,46.0,46.0,123908.1617444227
1039,1039,2,120,2024-01-25,2024-05-29,247917.93262941425,2.0,2.0,123958.96631470713
1043,1043,2,127,2024-01-25,2024-05-29,202159.00479326627,2.0,2.0,101079.50239663314
1042,1042,2,126,2024-01-25,2024-05-30,202159.00479326627,2.0,2.0,101079.50239663314
1017,1017,2,80,2024-01-25,2024-05-30,18244596.493427508,38.0,38.0,480120.96035335545
1020,1020,2,86,2024-01-25,2024-05-29,4256610.439562125,30.0,30.0,141887.01465207085
1036,1036,2,117,2024-01-25,2024-05-29,5082317.618902992,41.0,41.0,123958.96631470713
1024,1024,2,93,2024-01-25,2024-05-31,8905075.289274348,61.0,61.0,145984.8408077762
1019,1019,2,83,2024-01-25,2024-05-30,12088569.88019263,60.0,60.0,201476.16466987718
1022,1022,2,87,2024-01-25,2024-05-30,283774.0293041417,2.0,2.0,141887.01465207085
1038,1038,2,119,2024-01-25,2024-05-29,247917.93262941425,2.0,2.0,123958.96631470713
1035,1035,2,112,2024-01-25,2024-05-29,250649.9214552673,2.0,2.0,125324.96072763365
1023,1023,2,88,2024-01-25,2024-05-29,283774.0293041417,2.0,2.0,141887.01465207085
1041,1041,2,125,2024-01-25,2024-05-31,3032385.0718989945,30.0,30.0,101079.50239663315
1025,1025,2,94,2024-01-25,2024-05-30,4379545.224233286,30.0,30.0,145984.84080777623
1021,1021,2,85,2024-01-25,2024-05-30,7661898.791211826,54.0,54.0,141887.01465207085
1027,1027,2,96,2024-01-25,2024-05-30,291969.6816155524,2.0,2.0,145984.8408077762
1028,1028,2,101,2024-01-25,2024-05-31,8860463.69621189,67.0,67.0,132245.72680913267
1026,1026,2,95,2024-01-25,2024-05-29,291969.6816155524,2.0,2.0,145984.8408077762
1030,1030,2,103,2024-01-25,2024-05-29,268065.7218877835,2.0,2.0,134032.86094389175
1032,1032,2,110,2024-01-25,2024-05-30,3759748.821829008,30.0,30.0,125324.9607276336
1040,1040,2,124,2024-01-25,2024-05-30,7277724.172557586,72.0,72.0,101079.50239663314
1018,1018,2,81,2024-01-25,2024-05-30,12623841.765386377,53.0,53.0,238185.6936865354
1031,1031,2,104,2024-01-25,2024-05-30,268065.7218877835,2.0,2.0,134032.86094389175
1029,1029,2,102,2024-01-25,2024-05-30,4020985.828316753,30.0,30.0,134032.86094389175
1037,1037,2,118,2024-01-25,2024-05-31,3718768.9894412137,30.0,30.0,123958.96631470713
1034,1034,2,111,2024-01-25,2024-05-30,250649.9214552673,2.0,2.0,125324.96072763365
1033,1033,2,109,2024-01-25,2024-05-30,8396772.368751453,67.0,67.0,125324.96072763363
1047,1047,4,1,2024-01-26,2024-07-08,2025920.25724012,7.0,7.0,289417.17960573145
1046,1046,4,1,2024-01-26,2024-07-08,3762423.334874509,13.0,13.0,289417.17960573145
1045,1045,0,14,2024-01-26,2024-03-25,47415896.8673904,24.0,24.0,1975662.3694746
1044,1044,4,15,2024-01-26,2024-02-19,523831.9992863917,2.0,2.0,261915.99964319586
1048,1048,4,1,2024-01-26,2024-07-08,1447085.898028657,5.0,5.0,289417.1796057314
1052,1052,0,11,2024-02-16,2024-03-25,22418222.251759723,13.0,13.0,1724478.6347507478
1053,1053,2,79,2024-02-22,2024-07-14,277613.924843712,2.0,2.0,138806.962421856
1054,1054,4,32,2024-02-29,2024-07-10,5467473.897167853,12.0,12.0,455622.82476398774
1166,1166,4,1,2024-03-20,2024-07-19,862679.0562882003,3.0,3.0,287559.6854294001
1168,1168,4,61,2024-03-20,2024-07-19,3306936.3824381013,23.0,23.0,143779.84271470006
1165,1165,4,58,2024-03-20,,3864200.740149324,13.0,,297246.2107807172
1163,1163,4,1,2024-03-20,2024-07-19,2300477.483435201,8.0,7.0,287559.6854294001
1161,1161,4,58,2024-03-20,2024-07-19,891738.6323421517,3.0,3.0,297246.21078071726
1169,1169,4,61,2024-03-20,2024-07-19,287559.6854294001,2.0,2.0,143779.84271470006
1164,1164,4,1,2024-03-20,2024-07-19,1150238.7417176005,4.0,4.0,287559.6854294001
1167,1167,4,61,2024-03-20,2024-07-19,575119.3708588002,4.0,4.0,143779.84271470006
1162,1162,4,58,2024-03-20,2024-07-19,594492.4215614345,2.0,2.0,297246.21078071726
1057,1057,4,71,2024-03-20,2024-07-18,383710.5520798399,1.0,1.0,383710.5520798399
1160,1160,4,71,2024-03-20,2024-07-18,1101929.375758881,3.0,3.0,367309.791919627
1159,1159,4,71,2024-03-20,2024-07-18,367309.7919196269,1.0,1.0,367309.7919196269
1058,1058,4,61,2024-03-20,2024-07-19,1204260.8096044203,8.0,8.0,150532.60120055254
1059,1059,2,80,2024-03-21,2024-05-09,4488645.410590079,16.0,16.0,280540.3381618799
1061,1061,2,127,2024-03-25,2024-09-08,201225.65881526124,2.0,2.0,100612.82940763062
1060,1060,2,126,2024-03-25,2024-08-29,90147.61235312327,1.0,1.0,90147.61235312327
1062,1062,2,83,2024-03-27,2024-05-29,8358905.941896378,55.0,55.0,151980.1080344796
1064,1064,2,127,2024-03-29,2024-05-19,127305.71600006032,2.0,2.0,63652.85800003016
1063,1063,2,126,2024-03-29,2024-05-21,127305.71600006032,2.0,2.0,63652.85800003016
1065,1065,2,85,2024-04-01,2024-06-07,1823238.9110754388,17.0,17.0,107249.34771031993
1066,1066,2,74,2024-04-02,2024-06-04,6835093.1151219895,25.0,25.0,273403.72460487956
1072,1072,0,14,2024-04-05,2024-09-16,39041534.50558949,19.0,19.0,2054817.6055573418
1071,1071,4,70,2024-04-05,2025-02-17,50387033.08740275,100.0,100.0,503870.3308740275
1085,1085,2,124,2024-04-08,2024-06-04,2263774.490256879,33.0,33.0,68599.22697748119
1076,1076,2,94,2024-04-08,2024-06-03,2552363.6104960493,26.0,26.0,98167.83117292497
1074,1074,2,125,2024-04-08,2024-06-03,691905.3381733843,9.0,9.0,76878.37090815381
1091,1091,2,119,2024-04-08,2024-06-03,201066.5085290177,2.0,2.0,100533.25426450885
1090,1090,2,127,2024-04-08,2024-06-03,149025.89563313988,2.0,2.0,74512.94781656994
1089,1089,2,88,2024-04-08,2024-06-03,189239.0668508402,2.0,2.0,94619.5334254201
1088,1088,2,81,2024-04-08,2024-06-04,8203958.806014221,53.0,53.0,154791.67558517397
1087,1087,2,85,2024-04-08,2024-06-04,2933205.536188023,31.0,31.0,94619.5334254201
1086,1086,2,86,2024-04-08,2024-06-04,2838586.002762602,30.0,30.0,94619.53342542007
1084,1084,2,95,2024-04-08,2024-06-04,196335.6623458499,2.0,2.0,98167.83117292495
1082,1082,2,126,2024-04-08,2024-06-04,149025.89563313988,2.0,2.0,74512.94781656994
1081,1081,2,110,2024-04-08,2024-06-03,2483762.752417277,30.0,30.0,82792.09174724256
1080,1080,2,111,2024-04-08,2024-06-03,201066.5085290177,2.0,2.0,100533.25426450885
1079,1079,2,104,2024-04-08,2024-06-03,100533.25426450884,1.0,1.0,100533.25426450884
1078,1078,2,118,2024-04-08,2024-06-04,369016.4413353448,4.0,4.0,92254.1103338362
1077,1077,2,83,2024-04-08,2024-06-04,7983523.13276982,60.0,60.0,133058.718879497
1073,1073,2,117,2024-04-08,2024-06-03,92254.1103338362,1.0,1.0,92254.1103338362
1075,1075,2,112,2024-04-08,2024-06-03,98167.83117292495,1.0,1.0,98167.83117292495
1083,1083,2,109,2024-04-08,2024-06-03,2748699.2728418987,28.0,27.0,98167.83117292495
1095,1095,0,14,2024-04-09,2024-06-21,67670804.3120269,33.0,33.0,2050630.433697785
1092,1092,2,86,2024-04-09,2024-06-18,2189688.591238873,20.0,20.0,109484.42956194366
1093,1093,2,110,2024-04-09,2024-06-18,2313968.213984864,23.0,23.0,100607.31365151583
1094,1094,2,125,2024-04-09,2024-06-18,1408502.3911212212,17.0,17.0,82853.08183066007
1097,1097,0,17,2024-04-10,2024-09-20,38356117.83044166,19.0,17.0,2018743.0437074557
1103,1103,0,19,2024-04-10,2024-10-13,111856716.83088133,53.0,53.0,2110504.0911487043
1102,1102,0,19,2024-04-10,2024-10-14,84420163.64594816,40.0,40.0,2110504.091148704
1101,1101,0,19,2024-04-10,2024-10-13,102955895.22908026,51.0,51.0,2018743.043707456
1096,1096,0,17,2024-04-10,2024-10-13,24224916.52448947,12.0,12.0,2018743.0437074557
1100,1100,0,18,2024-04-10,2024-09-20,18168687.393367104,9.0,9.0,2018743.043707456
1098,1098,0,17,2024-04-10,2024-10-15,48449833.04897894,24.0,24.0,2018743.0437074557
1099,1099,0,18,2024-04-10,2024-09-16,58543548.26751622,29.0,27.0,2018743.0437074557
1104,1104,0,11,2024-04-16,2024-07-12,3791981.385560592,2.0,2.0,1895990.692780296
1105,1105,1,36,2024-04-19,2024-06-26,1332178.3149175632,1.0,1.0,1332178.3149175632
1109,1109,2,93,2024-04-23,2024-07-04,449419.01704423,4.0,4.0,112354.7542610575
1112,1112,2,118,2024-04-23,2024-07-04,186065.39480596973,2.0,2.0,93032.69740298486
1113,1113,2,117,2024-04-23,2024-05-09,5920134.573334366,43.0,43.0,137677.5482170783
1107,1107,2,119,2024-04-23,2024-07-04,101381.71404072424,1.0,1.0,101381.71404072424
1111,1111,2,118,2024-04-23,2024-07-04,186065.39480596973,2.0,2.0,93032.69740298486
1110,1110,2,95,2024-04-23,2024-07-04,112354.7542610575,1.0,1.0,112354.7542610575
1108,1108,2,93,2024-04-23,2024-07-04,224709.508522115,2.0,2.0,112354.7542610575
1106,1106,2,119,2024-04-23,2024-07-04,101381.71404072424,1.0,1.0,101381.71404072424
1114,1114,2,122,2024-04-25,2024-07-07,1695405.2645909055,12.0,12.0,141283.77204924214
1124,1124,2,84,2024-04-25,2024-07-06,399491.7984399451,2.0,2.0,199745.89921997255
1115,1115,2,121,2024-04-25,2024-07-07,5227499.565821959,37.0,37.0,141283.77204924214
1116,1116,2,113,2024-04-25,2024-07-07,5989724.735669863,42.0,42.0,142612.49370642533
1117,1117,2,106,2024-04-25,2024-07-07,4889570.841192792,32.0,32.0,152799.08878727476
1118,1118,2,105,2024-04-25,2024-07-07,6875958.995427364,45.0,45.0,152799.08878727476
1119,1119,2,98,2024-04-25,2024-07-07,4332848.172199413,27.0,27.0,160475.8582296079
1125,1125,2,82,2024-04-25,2024-07-06,472422.0835893074,2.0,2.0,236211.0417946537
1120,1120,2,92,2024-04-25,2024-07-07,323313.9244218821,2.0,2.0,161656.96221094104
1123,1123,2,89,2024-04-25,2024-07-07,5173022.790750113,32.0,32.0,161656.96221094104
1122,1122,2,90,2024-04-25,2024-07-07,4688051.904117291,29.0,29.0,161656.96221094107
1121,1121,2,91,2024-04-25,2024-07-07,323313.9244218821,2.0,2.0,161656.96221094104
1128,1128,2,83,2024-05-02,2024-09-04,7215629.063922318,55.0,55.0,131193.2557076785
1127,1127,2,81,2024-05-02,2024-07-08,1373593.0162182103,9.0,9.0,152621.44624646782
1126,1126,2,81,2024-05-02,2024-09-04,5753784.785606856,37.0,37.0,155507.6969082934
1131,1131,2,94,2024-05-07,2024-09-16,1647170.7866667996,11.0,11.0,149742.79878789088
1134,1134,2,96,2024-05-07,2024-09-16,313265.1553395105,2.0,2.0,156632.57766975524
1133,1133,2,95,2024-05-07,2024-09-16,156632.57766975524,1.0,1.0,156632.57766975524
1132,1132,2,118,2024-05-07,2024-09-16,2263183.678402998,18.0,18.0,125732.42657794434
1129,1129,2,93,2024-05-07,2024-09-16,5690226.353939854,38.0,38.0,149742.79878789088
1130,1130,2,120,2024-05-07,2024-09-16,138890.47121982224,1.0,1.0,138890.47121982224
1136,1136,0,16,2024-05-17,2024-07-12,122776054.51332732,109.0,109.0,1126385.8212231863
1137,1137,1,36,2024-06-02,2024-08-02,1184396.1359067068,1.0,1.0,1184396.1359067068
1144,1144,2,117,2024-06-03,2024-07-18,2742376.997204929,35.0,35.0,78353.6284915694
1142,1142,2,109,2024-06-03,2024-07-18,4594588.6652815305,58.0,58.0,79217.04595312984
1147,1147,2,125,2024-06-03,2024-07-18,830593.1707370698,13.0,13.0,63891.78236438998
1139,1139,2,86,2024-06-03,2024-07-18,3587428.209071184,40.0,40.0,89685.7052267796
1143,1143,2,111,2024-06-03,2024-07-18,79217.04595312984,1.0,1.0,79217.04595312984
1138,1138,2,85,2024-06-03,2024-07-18,3228691.095661057,36.0,36.0,89685.8637683627
1140,1140,2,93,2024-06-03,2024-07-18,3414216.2976626274,37.0,37.0,92276.11615304399
1146,1146,2,124,2024-06-03,2024-07-18,2172320.60038926,34.0,34.0,63891.78236439
1148,1148,2,81,2024-06-03,2024-07-18,6624450.140760813,44.0,44.0,150555.6850172912
1141,1141,2,102,2024-06-03,2024-07-18,1948589.730609181,23.0,23.0,84721.29263518179
1149,1149,2,83,2024-06-03,2024-07-18,509406.7898256667,4.0,4.0,127351.69745641667
1145,1145,2,118,2024-06-03,2024-07-18,1567072.5698313883,20.0,20.0,78353.62849156941
1150,1150,2,124,2024-06-04,2024-07-18,1584197.124928641,25.0,12.0,63367.88499714564
1151,1151,2,125,2024-06-04,2024-07-18,316839.4249857281,5.0,4.0,63367.88499714562
1152,1152,0,12,2024-06-05,2024-07-18,9675062.61733466,5.0,5.0,1935012.5234669321
1153,1153,0,12,2024-06-05,2024-07-18,1935012.523466932,1.0,1.0,1935012.523466932
1154,1154,2,82,2024-06-10,2024-07-18,1484459.535005365,10.0,10.0,148445.9535005365
1237,1237,4,61,2024-06-21,2024-10-07,789436.625180444,5.0,5.0,157887.3250360888
1239,1239,4,61,2024-06-21,2024-10-07,315774.6500721775,2.0,2.0,157887.32503608876
1235,1235,4,58,2024-06-21,2024-10-07,980022.5086559594,3.0,3.0,326674.16955198644
1238,1238,4,61,2024-06-21,2024-10-07,157887.32503608876,1.0,1.0,157887.32503608876
1157,1157,4,58,2024-06-21,2024-10-07,2647133.0442301445,9.0,9.0,294125.8938033494
1234,1234,4,58,2024-06-21,2024-10-07,2286719.1868639053,7.0,7.0,326674.16955198644
1156,1156,4,61,2024-06-21,2024-10-07,3127435.862233136,22.0,22.0,142156.17555605163
1236,1236,4,61,2024-06-21,2024-10-07,315774.6500721775,2.0,2.0,157887.32503608876
1171,1171,4,50,2024-06-27,2024-10-07,22981412.13475872,50.0,50.0,459628.24269517435
1158,1158,4,50,2024-06-27,2024-08-22,28837238.658480547,60.0,49.0,480620.6443080091
1170,1170,4,67,2024-06-30,2024-12-12,15725741.56615379,93.0,88.0,169093.995334987
1180,1180,4,67,2024-07-30,2024-11-20,10707542.208473446,60.0,60.0,178459.03680789078
1173,1173,2,101,2024-08-02,2024-10-31,2187605.965595551,15.0,15.0,145840.39770637004
1172,1172,2,93,2024-08-02,2024-10-31,2373470.2318453984,15.0,14.0,158231.34878969323
1174,1174,2,109,2024-08-02,2024-10-31,2056020.6443567208,15.0,15.0,137068.04295711473
1175,1175,2,117,2024-08-02,2024-10-31,2031348.3966244403,15.0,15.0,135423.22644162935
1155,1155,4,70,2024-08-07,2024-08-21,19022335.94407159,38.0,38.0,500587.78800188395
1420,1420,4,61,2024-08-08,2024-12-11,333923.07087216934,2.0,2.0,166961.53543608467
1179,1179,4,71,2024-08-08,2024-12-11,4012535.0562970703,11.0,11.0,364775.9142088246
1178,1178,4,58,2024-08-08,,295849.8144431335,1.0,,295849.8144431335
1177,1177,4,61,2024-08-08,2024-12-11,573856.5466922258,4.0,4.0,143464.13667305646
1421,1421,4,61,2024-08-08,2024-12-11,333923.07087216934,2.0,2.0,166961.53543608467
1182,1182,4,24,2024-08-16,2024-10-31,8027267.681133489,40.0,40.0,200681.69202833722
1183,1183,4,37,2024-08-16,2024-11-12,17899582.72688481,40.0,40.0,447489.5681721202
1188,1188,2,109,2024-08-27,2025-04-17,2560787.9974557264,20.0,2.0,128039.39987278632
1189,1189,2,101,2024-08-27,2025-04-14,1231569.2891206995,9.0,9.0,136841.03212452217
